#full_name,epoch_mjd,q,e,i,w,om,tp_cal,orbit_id,H,G,neo,M1,M2,diameter,extent,albedo,rot_per,per_y,moid,class
"  247P/LINEAR",54628,1.508179497484497,.6226133144864281,13.74406767050609,44.17104470347141,56.79581613549355,20110106.5217585,"JPL 8",17.5,,,16.5,,,,,,7.9892845666486,.557281,JFc
"  248P/Gibbs",55299,2.145127653954205,.641592102156601,6.361172251112284,209.9111693324149,207.8523275411638,20110208.7467105,"JPL 12",,,,12.5,16.7,,,,,14.642713261327,1.15803,JFc
"  249P/LINEAR",54105,.5105864421220665,.8161472138771844,8.434091495498535,64.04042529663919,240.6462102650416,20060828.5352203,"JPL 15",,,Y,16.2,,,,,,4.628143292362,.0526768,JFc
"     C/1760 A1 (Great comet)",-36128,0.96576,1.0,175.126,301.727,83.553,17591217.3410000,SAO_2008,,,,,,,,,,,,PAR
"     C/1760 B1 (Messier)",-36148,0.80139,1.0,79.084,273.928,143.007,17591127.5020000,SAO_2008,,,,,,,,,,,,PAR
"     C/1762 K1 (Klinkenberg)",-35235,1.00905,1.0,85.668,115.480,351.868,17620528.8350000,SAO_2008,,,,,,,,,,,,PAR
"     C/1763 S1 (Messier)",-34712,0.49818,1.0,72.497,88.571,359.747,17631102.3740000,SAO_2008,,,,,,,,,,,,PAR
"     C/1764 A1 (Messier)",-34609,0.55522,1.0,127.089,104.859,123.388,17640213.0710000,SAO_2008,,,,,,,,,,,,PAR
"     C/1766 E1 (Messier)",-33874,0.50532,1.0,139.152,100.879,247.411,17660217.8620000,SAO_2008,,,,,,,,,,,,PAR
"     C/1769 P1 (Messier)",-32545,0.122755,0.999249,40.7338,329.1226,178.2930,17691008.1204000,SAO_2008,,,,,,,,,,,,COM
"     C/1771 A1 (Great comet)",-32135,0.52824,1.0,148.555,260.375,111.944,17701122.7350000,SAO_2008,,,,,,,,,,,,PAR
"     C/1771 G1 (Messier)",-31987,0.901835,1.0,11.2891,76.2251,30.9963,17710419.6349000,SAO_2008,,,,,,,,,,,,PAR
"     C/1773 T1 (Messier)",-31116,1.12689,1.0,61.220,314.117,124.236,17730906.1070000,SAO_2008,,,,,,,,,,,,PAR
"     C/1774 P1 (Montaigne)",-30773,1.42858,1.0,82.978,136.533,183.974,17740815.9490000,SAO_2008,,,,,,,,,,,,PAR
"     C/1779 A1 (Bode)",-29114,0.713178,1.0,32.4406,62.1743,28.1368,17790104.5807000,SAO_2008,,,,,,,,,,,,PAR
"     C/1780 U1 (Montaigne-Olbers)",-28475,0.51528,1.0,107.917,255.165,145.082,17801129.3480000,SAO_2008,,,,,,,,,,,,PAR
"     C/1780 U2 (Messier)",-28534,0.09926,1.0,126.177,237.827,127.231,17801001.2520000,SAO_2008,,,,,,,,,,,,PAR
"     C/1781 M1 (Mechain)",-28255,0.77586,1.0,81.724,156.209,86.057,17810707.6890000,SAO_2008,,,,,,,,,,,,PAR
"     C/1781 T1 (Mechain)",-28109,0.96100,1.0,152.801,61.392,80.482,17811130.0230000,SAO_2008,,,,,,,,,,,,PAR
"     C/1783 X1 (Great comet)",-27327,0.70786,1.0,128.859,336.115,59.856,17840121.7000000,SAO_2008,,,,,,,,,,,,PAR
"     C/1785 A1 (Messier-Mechain)",-26955,1.14340,1.0,70.238,205.632,267.214,17850127.8250000,SAO_2008,,,,,,,,,,,,PAR
"     C/1785 E1 (Mechain)",-26884,0.42724,0.99646,92.639,127.203,67.688,17850408.9140000,SAO_2008,,,,,,,,,,,,COM
"     C/1786 P1 (Herschel)",-26426,0.410712,1.0,50.8921,325.0517,197.4005,17860708.3797000,SAO_2008,,,,,,,,,,,,PAR
"     C/1787 G1 (Mechain)",-26121,0.34891,1.0,131.724,99.158,109.852,17870511.3250000,SAO_2008,,,,,,,,,,,,PAR
"     C/1788 W1 (Messier)",-25572,1.06301,1.0,167.512,57.844,159.926,17881110.8090000,SAO_2008,,,,,,,,,,,,PAR
"     C/1790 A1 (Herschel)",-25141,0.75810,1.0,148.068,115.951,179.125,17900115.7120000,SAO_2008,,,,,,,,,,,,PAR
"     C/1790 H1 (Herschel)",-25015,0.79796,1.0,116.147,119.480,36.118,17900521.7410000,SAO_2008,,,,,,,,,,,,PAR
"     C/1791 X1 (Herschel)",-24412,1.29258,1.0,140.211,154.347,193.596,17920114.0350000,SAO_2008,,,,,,,,,,,,PAR
"     C/1793 A1 (Gregory)",-24064,0.96581,1.0,131.003,147.167,286.160,17921227.6980000,SAO_2008,,,,,,,,,,,,PAR
"     C/1793 S1 (Perny)",-23737,1.504546,1.0,51.9362,69.3361,5.1750,17931119.9983000,SAO_2008,,,,,,,,,,,,PAR
"     C/1793 S2 (Messier)",-23751,0.40344,1.0,119.642,239.810,111.383,17931105.3410000,SAO_2008,,,,,,,,,,,,PAR
"     C/1796 F1 (Olbers)",-22871,1.579636,1.0,115.1716,184.2970,19.8977,17960403.2737000,SAO_2008,,,,,,,,,,,,PAR
"     C/1797 P1 (Bouvard-Herschel)",-22409,0.52545,1.0,129.427,279.683,332.094,17970709.6140000,SAO_2008,,,,,,,,,,,,PAR
"     C/1798 G1 (Messier)",-22139,0.48503,1.0,43.783,343.002,124.922,17980405.0080000,SAO_2008,,,,,,,,,,,,PAR
"     C/1798 X1 (Bouvard)",-21868,0.77479,1.0,137.746,215.878,252.280,17990101.4140000,SAO_2008,,,,,,,,,,,,PAR
"     C/1799 P1 (Mechain)",-21619,0.83986,1.0,129.062,95.828,102.326,17990907.6910000,SAO_2008,,,,,,,,,,,,PAR
"     C/1799 Y1 (Mechain)",-21509,0.62580,1.0,102.996,136.471,329.609,17991226.3960000,SAO_2008,,,,,,,,,,,,PAR
"     C/1801 N1 (Pons)",-20918,0.25641,1.0,159.267,219.840,45.313,18010809.0570000,SAO_2008,,,,,,,,,,,,PAR
"     C/1802 Q1 (Pons)",-20521,1.094249,1.0,57.0108,21.8478,313.0142,18020910.3554000,SAO_2008,,,,,,,,,,,,PAR
"     C/1804 E1 (Pons)",-19999,1.071168,1.0,56.4522,331.9459,179.5344,18040214.0881000,SAO_2008,,,,,,,,,,,,PAR
"     C/1806 V1 (Pons)",-18950,1.081927,1.0,144.9537,225.2131,324.9868,18061229.4118000,SAO_2008,,,,,,,,,,,,PAR
"     C/1807 R1 (Great comet)",-18686,0.646124,0.995488,63.1762,4.0970,269.4837,18070919.2389000,SAO_2008,,,,,,,,,,,,COM
"     C/1808 F1 (Pons)",-18449,0.38986,1.0,134.303,253.743,325.642,18080513.4530000,SAO_2008,,,,,,,,,,,,PAR
"     C/1808 M1 (Pons)",-18389,0.607953,1.0,140.7050,131.5607,26.8770,18080712.6677000,SAO_2008,,,,,,,,,,,,PAR
"     C/1810 Q1 (Pons)",-17573,0.969623,1.0,62.9454,114.9175,311.5035,18101006.7379000,SAO_2008,,,,,,,,,,,,PAR
"     C/1811 F1 (Great comet)",-17240,1.035412,0.995125,106.9342,65.4097,143.0497,18110912.7562000,SAO_2008,,,,,,,,,,,,COM
"     C/1811 W1 (Pons)",-17172,1.581701,0.980916,31.2554,314.5022,95.6306,18111111.5427000,SAO_2008,,,,,,,,,,755,,COM
"     C/1813 C1 (Pons)",-16692,0.699314,1.0,158.8486,170.5629,243.1457,18130305.0220000,SAO_2008,,,,,,,,,,,,PAR
"     C/1813 G1 (Pons)",-16616,1.214703,1.0,99.0577,205.1622,45.2750,18130520.0872000,SAO_2008,,,,,,,,,,,,PAR
"     C/1816 B1 (Pons)",-15600,0.04850,1.0,43.111,304.326,325.829,18160301.8460000,SAO_2008,,,,,,,,,,,,PAR
"     C/1817 Y1 (Pons)",-14838,1.197821,1.0,89.7518,112.3619,72.9950,18180226.4690000,SAO_2008,,,,,,,,,,,,PAR
"     C/1818 W2 (Pons)",-14591,0.855096,1.0,116.9058,348.1071,92.5372,18181205.4347000,SAO_2008,,,,,,,,,,,,PAR
"     C/1819 N1 (Great comet)",-14387,0.341514,1.0,80.7517,13.4158,276.2349,18190628.2181000,SAO_2008,,,,,,,,,,,,PAR
"     C/1821 B1 (Nicollet-Pons)",-13753,0.091823,1.0,106.4613,169.2121,51.1843,18210322.0366000,SAO_2008,,,,,,,,,,,,PAR
"     C/1822 J1 (Gambart)",-13343,0.504429,1.0,126.3969,344.6905,179.9345,18220506.0793000,SAO_2008,,,,,,,,,,,,PAR
"     C/1822 K1 (Pons)",-13272,0.847130,1.0,143.6913,237.7758,100.2415,18220716.3337000,SAO_2008,,,,,,,,,,,,PAR
"     C/1822 N1 (Pons)",-13160,1.145099,0.996316,127.3429,181.1055,95.2425,18221024.2657000,SAO_2008,,,,,,,,,,,,COM
"     C/1823 Y1 (Great comet)",-12694,0.226742,1.0,103.8194,28.4867,305.5054,18231209.9340000,SAO_2008,,,,,,,,,,,,PAR
"     C/1824 N1 (Rumker)",-12545,0.591671,1.0,125.4324,334.0800,236.7952,18240712.0188000,SAO_2008,,,,,,,,,,,,PAR
"     C/1824 O1 (Scheithauer)",-12466,1.049835,1.0,54.5985,85.2292,281.7415,18240929.5664000,SAO_2008,,,,,,,,,,,,PAR
"     C/1825 K1 (Gambart)",-12240,0.889011,0.996395,123.3414,106.1910,22.5831,18250531.0226000,SAO_2008,,,,,,,,,,,,COM
"     C/1825 N1 (Pons)",-12040,1.240846,0.995431,146.4353,256.9174,218.1296,18251211.1850000,SAO_2008,,,,,,,,,,,,COM
"     C/1825 P1 (Pons)",-12142,0.883471,1.0,89.6749,177.2965,195.3795,18250819.2111000,SAO_2008,,,,,,,,,,,,PAR
"     C/1825 V1 (Pons)",-11896,2.007734,1.0,39.9903,279.3841,200.0590,18260422.4581000,SAO_2008,,,,,,,,,,,,PAR
"     C/1826 P1 (Pons)",-11720,0.852878,0.997492,25.9496,13.8101,46.4025,18261009.4761000,SAO_2008,,,,,,,,,,,,COM
"     C/1826 U1 (Pons)",-11686,0.026904,1.0,90.6234,279.5835,237.5505,18261118.9074000,SAO_2008,,,,,,,,,,,,PAR
"     C/1826 Y1 (Pons)",-11607,0.506166,1.0,102.3898,151.0340,186.9924,18270205.4110000,SAO_2008,,,,,,,,,,,,PAR
"     C/1827 M1 (Pons-Gambart)",-11480,0.806508,0.945838,136.4601,19.1895,320.0292,18270607.6376000,SAO_2008,,,Y,,,,,,,57.5,,HTC
"     C/1827 P1 (Pons)",-11388,0.137758,1.0,125.8788,258.7039,152.1007,18270912.1670000,SAO_2008,,,,,,,,,,,,PAR
"     C/1830 F1 (Great comet)",-10426,0.921424,1.0,21.2570,5.7962,208.7642,18300409.7951000,SAO_2008,,,,,,,,,,,,PAR
"     C/1831 A1 (Great comet)",-10185,0.125887,1.0,135.2630,26.8884,340.2392,18301228.1604000,SAO_2008,,,,,,,,,,,,PAR
"     C/1832 O1 (Gambart)",-9613,1.183005,1.0,136.6727,204.6342,74.8269,18320926.0735000,SAO_2008,,,,,,,,,,,,PAR
"     C/1833 S1 (Dunlop)",-9198.,0.458122,1.0,7.3488,259.5795,325.5873,18330910.6912000,SAO_2008,,,,,,,,,,,,PAR
"     C/1834 E1 (Gambart)",-8993.,0.513106,1.0,5.9759,49.9876,229.0377,18340403.2926000,SAO_2008,,,,,,,,,,,,PAR
"     C/1835 H1 (Boguslawski)",-8635.,2.040153,1.0,170.8846,210.5630,60.7681,18350327.7052000,SAO_2008,,,,,,,,,,,,PAR
"     C/1839 X1 (Galle)",-6891.,0.618434,1.0,53.0716,72.2671,122.1788,18400104.9752000,SAO_2008,,,,,,,,,,,,PAR
"     C/1840 B1 (Galle)",-6840,1.220451,0.993250,120.7807,156.6198,239.0658,18400313.6212000,SAO_2008,,,,,,,,,,,,COM
"     C/1840 E1 (Galle)",-6802.,0.748504,1.0,79.8512,138.0440,188.2715,18400402.9378000,SAO_2008,,,,,,,,,,,,PAR
"     C/1840 U1 (Bremiker)",-6560,1.479951,0.965941,57.9043,133.5127,251.2145,18401114.0652000,SAO_2008,,,,,,,,,,286,,COM
"     C/1842 U1 (Laugier)",-5814.,0.504685,1.0,106.4213,240.4937,210.0089,18421216.4553000,SAO_2008,,,,,,,,,,,,PAR
"     C/1843 D1 (Great March comet)",-5741.,0.005527,0.999914,144.3548,82.6390,3.5272,18430227.9110000,SAO_2008,,,,,,,,,,513,,COM
"     C/1843 J1 (Mauvais)",-5673.,1.616305,1.0,52.7241,124.2527,159.4411,18430506.5559000,SAO_2008,,,,,,,,,,,,PAR
"     C/1844 N1 (Mauvais)",-5160,0.855401,0.999757,131.4092,211.2748,33.8483,18441017.8460000,SAO_2008,,,,,,,,,,,,COM
"     C/1844 Y1 (Great comet)",-5080,0.250537,0.999302,45.5651,177.5055,120.5910,18441214.1914000,SAO_2008,,,,,,,,,,,,COM
"     C/1844 Y2 (d''Arrest)",-5060.,0.905204,1.0,46.8605,114.5819,338.9135,18450108.6579000,SAO_2008,,,,,,,,,,,,PAR
"     C/1845 D1 (de Vico)",-4961,1.254549,1.0,56.4038,205.4516,349.2811,18450421.5404000,SAO_2008,,,,,,,,,,,,PAR
"     C/1845 L1 (Great June comet)",-4911.,0.401077,1.0,131.0985,75.7977,339.9729,18450606.1832000,SAO_2008,,,,,,,,,,,,PAR
"     C/1846 B1 (de Vico)",-4681.,1.480703,0.992403,47.4257,337.9898,113.2746,18460122.5939000,SAO_2008,,,,,,,,,,,,COM
"     C/1846 J1 (Brorsen)",-4547.,0.633760,0.990414,150.6809,99.7253,263.9889,18460605.9710000,SAO_2008,,,,,,,,,,538,,COM
"     C/1846 O1 (de Vico-Hind)",-4555.,1.375992,1.0,122.3771,78.7517,163.4642,18460528.3958000,SAO_2008,,,,,,,,,,,,PAR
"     C/1846 S1 (de Vico)",-4400.,0.830669,1.0,49.7196,93.9763,6.8369,18461030.2772000,SAO_2008,,,,,,,,,,,,PAR
"     C/1847 C1 (Hind)",-4240,0.042593,0.999910,48.6636,254.3565,23.8240,18470330.7844000,SAO_2008,,,,,,,,,,,,COM
"     C/1847 J1 (Colla)",-4200,2.115749,1.000723,100.4185,32.3587,176.0849,18470605.2298000,SAO_2008,,,,,,,,,,,,HYP
"     C/1847 N1 (Mauvais)",-4120,1.766058,0.998589,96.5817,91.5248,340.4045,18470809.8386000,SAO_2008,,,,,,,,,,,,COM
"     C/1847 Q1 (Schweizer)",-4117.,1.484824,1.0,147.3551,55.4717,78.8836,18470809.8451000,SAO_2008,,,,,,,,,,,,PAR
"     C/1847 T1 (Mitchell)",-4040,0.329025,1.000172,108.1326,276.6090,192.9665,18471114.8999000,SAO_2008,,,,,,,,,,,,HYP
"     C/1848 P1 (Petersen)",-3721.,0.319947,1.0,95.5938,260.9477,213.6499,18480908.5453000,SAO_2008,,,,,,,,,,,,PAR
"     C/1848 U1 (Petersen)",-3588.,0.959782,1.0,85.0400,208.0066,217.3332,18490119.8534000,SAO_2008,,,,,,,,,,,,PAR
"     C/1849 G1 (Schweizer)",-3440,0.894360,0.998427,66.9587,236.5868,32.6350,18490608.7122000,SAO_2008,,,,,,,,,,,,COM
"     C/1849 G2 (Goujon)",-3480,1.159406,1.000940,67.1526,33.1621,204.6602,18490526.9923000,SAO_2008,,,,,,,,,,,,HYP
"     C/1850 J1 (Petersen)",-3040,1.081429,0.998599,68.1848,180.5495,94.9833,18500724.0286000,SAO_2008,,,,,,,,,,,,COM
"     C/1850 Q1 (Bond)",-2950.,0.565586,1.0,40.0621,243.2029,208.1112,18501019.8374000,SAO_2008,,,,,,,,,,,,PAR
"     C/1851 P1 (Brorsen)",-2639.,0.984753,1.0,38.2035,87.2603,225.7722,18510826.7458000,SAO_2008,,,,,,,,,,,,PAR
"     C/1851 U1 (Brorsen)",-2603.,0.142053,1.0,73.9862,294.4471,46.4289,18511001.2962000,SAO_2008,,,,,,,,,,,,PAR
"     C/1852 K1 (Chacornac)",-2401.,0.905406,1.0,131.1243,37.2061,319.2712,18520420.0873000,SAO_2008,,,,,,,,,,,,PAR
"     C/1853 E1 (Secchi)",-2091.,1.092195,1.0,159.7566,275.9051,71.6574,18530224.5213000,SAO_2008,,,,,,,,,,,,PAR
"     C/1853 G1 (Schweizer)",-2000,0.908693,0.989286,122.1955,199.2335,43.0218,18530510.3263000,SAO_2008,,,,,,,,,,781,,COM
"     C/1853 L1 (Klinkerfues)",-1920,0.306834,1.000250,61.5008,170.4413,142.5664,18530902.2069000,SAO_2008,,,,,,,,,,,,HYP
"     C/1853 R1 (Bruhns)",-1840,0.172863,1.000664,118.9963,277.8407,222.1161,18531017.1244000,SAO_2008,,,,,,,,,,,,HYP
"     C/1853 W1 (van Arsdale)",-1777.,2.044645,1.0,113.8757,170.9202,229.0785,18540104.4351000,SAO_2008,,,,,,,,,,,,PAR
"     C/1854 F1 (Great comet)",-1698.,0.277064,1.0,97.4867,101.6255,317.4960,18540324.5132000,SAO_2008,,,,,,,,,,,,PAR
"     C/1854 L1 (Klinkerfues)",-1608.,0.648092,1.0,108.7032,74.5689,349.6985,18540622.4970000,SAO_2008,,,,,,,,,,,,PAR
"     C/1854 R1 (Klinkerfues)",-1480,0.798762,0.993246,40.9201,129.8988,326.5162,18541028.0085000,SAO_2008,,,,,,,,,,,,COM
"     C/1854 Y1 (Winnecke-Dien)",-1431.,1.359463,0.991309,14.1520,287.0725,240.2563,18541216.3092000,SAO_2008,,,,,,,,,,,,COM
"     C/1855 G1 (Schweizer)",-1380.,2.193526,0.965185,128.5764,323.0929,191.7463,18550205.5474000,SAO_2008,,,,,,,,,,500,,COM
"     C/1855 L1 (Donati)",-1280,0.567564,0.985780,156.8707,22.4883,262.2306,18550530.6540000,SAO_2008,,,,,,,,,,252,,COM
"     C/1855 V1 (Bruhns)",-1087.,1.230983,1.0,169.8240,325.6152,53.6616,18551125.8872000,SAO_2008,,,,,,,,,,,,PAR
"     C/1857 D1 (d''Arrest)",-605.1,0.772493,1.0,87.9479,121.5663,315.1526,18570321.8691000,SAO_2008,,,,,,,,,,,,PAR
"     C/1857 M1 (Klinkerfues)",-486.5,0.367535,1.0,121.0332,134.0658,25.6944,18570718.4743000,SAO_2008,,,,,,,,,,,,PAR
"     C/1857 O1 (Peters)",-440,0.746843,0.980414,32.7565,180.9440,202.8313,18570824.4964000,SAO_2008,,,,,,,,,,235,,COM
"     C/1857 Q1 (Klinkerfues)",-411.6,0.562898,0.996913,123.9614,124.8444,16.9550,18571001.3799000,SAO_2008,,,,,,,,,,,,COM
"     C/1857 V1 (Donati-van Arsdale)",-362.4,1.009088,1.0,142.1557,95.1021,141.3074,18571119.5641000,SAO_2008,,,,,,,,,,,,PAR
"     C/1858 K1 (Bruhns)",-164.2,0.544261,1.0,99.9713,98.8587,326.9503,18580605.7956000,SAO_2008,,,,,,,,,,,,PAR
"     C/1858 L1 (Donati)",-40,0.578469,0.996295,116.9512,129.1144,167.3044,18580930.4645000,SAO_2008,,,,,,,,,,,,COM
"     C/1858 R1 (Tuttle)",-34.68,1.427002,1.0,158.7051,155.5411,161.7449,18581013.3102000,SAO_2008,,,,,,,,,,,,PAR
"     C/1859 G1 (Tempel)",193.72,0.201032,1.0,95.4894,282.0049,359.3146,18590529.7261000,SAO_2008,,,,,,,,,,,,PAR
"     C/1860 D1-A (Liais)",457.12,1.198875,1.0,79.6819,209.7599,326.0179,18600217.1249000,SAO_2008,,,,,,,,,,,,PAR
"     C/1860 D1-B (Liais)",457.16,1.198174,1.0,79.6193,209.6880,326.0119,18600217.1697000,SAO_2008,,,,,,,,,,,,PAR
"     C/1860 H1 (Rumker)",475.06,1.306664,1.0,48.2360,41.2172,10.8261,18600306.0655000,SAO_2008,,,,,,,,,,,,PAR
"     C/1860 M1 (Great comet)",632,0.292885,1.0,79.3233,76.8841,86.6271,18600616.5610000,SAO_2008,,,,,,,,,,,,PAR
"     C/1860 U1 (Tempel)",675.81,0.682653,1.0,32.2097,311.9767,46.7744,18600922.8119000,SAO_2008,,,,,,,,,,,,PAR
"     C/1861 G1 (Thatcher)",920,0.920700,0.983465,79.7733,213.4496,31.8674,18610603.8899000,SAO_2008,,,,,,,,,,415,,COM
"     C/1861 J1 (Great comet)",920,0.822384,0.985070,85.4424,330.0841,280.9099,18610612.0068000,SAO_2008,,,,,,,,,,409,,COM
"     C/1861 Y1 (Tuttle)",1116.6,0.839027,1.0,138.0019,331.5973,147.0373,18611207.6744000,SAO_2008,,,,,,,,,,,,PAR
"     C/1862 N1 (Schmidt)",1325,0.981328,1.0,172.1091,27.1664,328.4371,18620622.5296000,SAO_2008,,,,,,,,,,,,PAR
"     C/1862 W1 (Respighi)",1502.6,0.803238,1.0,137.5412,230.5764,357.6952,18621228.6741000,SAO_2008,,,,,,,,,,,,PAR
"     C/1862 X1 (Bruhns)",1520,0.794764,1.000049,85.3553,74.4657,118.8387,18630203.9902000,SAO_2008,,,,,,,,,,,,HYP
"     C/1863 G1 (Klinkerfues)",1600,1.068038,0.999159,112.6209,3.9669,253.1661,18630405.3961000,SAO_2008,,,,,,,,,,,,COM
"     C/1863 G2 (Respighi)",1600,0.628781,0.999079,85.4961,55.5925,252.0825,18630421.3646000,SAO_2008,,,,,,,,,,,,COM
"     C/1863 T1 (Baeker)",1880,1.313114,1.000665,83.3151,78.1166,106.9346,18631229.6677000,SAO_2008,,,,,,,,,,,,HYP
"     C/1863 V1 (Tempel)",1800,0.706413,0.998879,78.0817,357.2129,99.3940,18631109.9718000,SAO_2008,,,,,,,,,,,,COM
"     C/1863 Y1 (Respighi)",1899,0.771492,1.0,64.4906,115.6692,306.6287,18631228.2627000,SAO_2008,,,,,,,,,,,,PAR
"     C/1864 N1 (Tempel)",2080,0.909290,0.996351,178.1269,151.5802,97.6742,18640816.0767000,SAO_2008,,,,,,,,,,,,COM
"     C/1864 O1 (Donati-Toussaint)",2160,0.931212,0.999358,109.7124,232.4593,33.6662,18641011.8921000,SAO_2008,,,,,,,,,,,,COM
"     C/1864 R1 (Donati)",2080.3,0.626106,1.0,134.9822,346.0949,176.8808,18640728.3118000,SAO_2008,,,,,,,,,,,,PAR
"     C/1864 X1 (Baeker)",2227.9,0.770731,1.0,48.8623,118.4522,205.1126,18641222.9511000,SAO_2008,,,,,,,,,,,,PAR
"     C/1864 Y1 (Bruhns)",2252,1.114634,1.0,162.8931,178.4993,342.7789,18641228.2188000,SAO_2008,,,,,,,,,,,,PAR
"     C/1865 B1 (Great southern comet)",2250.8,0.025844,1.0,92.4945,111.7175,254.8252,18650114.8253000,SAO_2008,,,,,,,,,,,,PAR
"     C/1867 S1 (Baeker-Winnecke)",3277.4,0.330359,1.0,96.5735,148.6408,66.8417,18671107.4608000,SAO_2008,,,,,,,,,,,,PAR
"     C/1868 L1 (Winnecke)",3509.9,0.578577,1.0,131.5581,126.6431,54.1124,18680626.9763000,SAO_2008,,,,,,,,,,,,PAR
"     C/1869 T1 (Tempel)",3980.3,1.230731,1.0,111.6853,188.1940,313.3277,18691010.3496000,SAO_2008,,,,,,,,,,,,PAR
"     C/1870 K1 (Winnecke)",4257.5,1.008692,1.0,121.7835,198.2279,143.5674,18700714.5822000,SAO_2008,,,,,,,,,,,,PAR
"     C/1870 Q1 (Coggia)",4307.6,1.816602,1.0,99.3580,354.9389,14.7591,18700902.6676000,SAO_2008,,,,,,,,,,,,PAR
"     C/1870 W1 (Winnecke)",4416.3,0.389262,1.0,147.2703,90.6273,96.5866,18701220.3761000,SAO_2008,,,,,,,,,,,,PAR
"     C/1871 G1 (Winnecke)",4589.0,0.654300,0.997814,87.6034,222.5068,281.1122,18710611.0999000,SAO_2008,,,,,,,,,,,,COM
"     C/1871 L1 (Tempel)",4590,1.083363,1.0,101.9782,96.3220,213.7030,18710727.5344000,SAO_2008,,,,,,,,,,,,PAR
"     C/1871 V1 (Tempel)",4800,0.691268,0.995714,98.2992,242.8935,148.9291,18711220.8722000,SAO_2008,,,,,,,,,,,,COM
"     C/1873 Q1 (Borrelly)",5400,0.794061,0.996482,95.9662,193.7729,232.3621,18730911.2837000,SAO_2008,,,,,,,,,,,,COM
"     C/1873 Q2 (Henry)",5440,0.384913,0.999730,121.4625,233.7544,178.4959,18731002.2672000,SAO_2008,,,,,,,,,,,,COM
"     C/1874 D1 (Winnecke)",5592.4,0.044568,1.0,58.8932,269.5098,32.0541,18740310.4346000,SAO_2008,,,,,,,,,,,,PAR
"     C/1874 G1 (Winnecke)",5657,0.885773,1.0,148.4122,331.7167,275.8486,18740314.4355000,SAO_2008,,,,,,,,,,,,PAR
"     C/1874 H1 (Coggia)",5720,0.675782,0.998820,66.3439,152.3804,120.4950,18740709.3583000,SAO_2008,,,,,,,,,,,,COM
"     C/1874 O1 (Borrelly)",5762.3,0.982649,0.998831,41.8266,92.6123,253.2797,18740827.3436000,SAO_2008,,,,,,,,,,,,COM
"     C/1874 Q1 (Coggia)",5720,1.687985,0.962822,34.1267,149.5850,217.6274,18740718.2016000,SAO_2008,,,,,,,,,,306,,COM
"     C/1874 X1 (Borrelly)",5815.4,0.508226,1.0,99.2205,16.2682,283.7164,18741019.4428000,SAO_2008,,,,,,,,,,,,PAR
"     C/1877 C1 (Borrelly)",6638.6,0.807441,1.0,152.8948,347.1611,188.9608,18770119.6786000,SAO_2008,,,,,,,,,,,,PAR
"     C/1877 G1 (Winnecke)",6727.1,0.949980,0.998700,121.1548,63.1204,318.3341,18770418.1562000,SAO_2008,,,,,,,,,,,,COM
"     C/1877 G2 (Swift)",6720,1.009053,0.997923,77.1916,116.7721,347.7984,18770427.3058000,SAO_2008,,,,,,,,,,,,COM
"     C/1877 R1 (Coggia)",6873.7,1.575904,1.0,102.2274,143.2049,252.7106,18770911.7182000,SAO_2008,,,,,,,,,,,,PAR
"     C/1877 T1 (Tempel)",6797.5,1.070451,1.0,115.7261,103.2436,185.9981,18770627.5703000,SAO_2008,,,,,,,,,,,,PAR
"     C/1878 N1 (Swift)",7186.1,1.391967,1.0,78.1761,177.5898,103.9645,18780721.1907000,SAO_2008,,,,,,,,,,,,PAR
"     C/1879 M1 (Swift)",7466.9,0.896547,1.0,107.0440,3.7528,47.4546,18790427.9225000,SAO_2008,,,,,,,,,,,,PAR
"     C/1879 Q1 (Palisa)",7627.1,0.989608,1.0,77.1302,115.4560,88.8689,18791005.1250000,SAO_2008,,,,,,,,,,,,PAR
"     C/1879 Q2 (Hartwig)",7590.7,0.991480,1.0,107.7629,84.2634,34.1187,18790829.7787000,SAO_2008,,,,,,,,,,,,PAR
"     C/1880 C1 (Great southern comet)",7742.1,0.005494,1.0,144.6666,86.2486,7.7774,18800128.1182000,SAO_2008,,,,,,,,,,,,PAR
"     C/1880 G1 (Schaeberle)",7880,1.814412,1.000813,123.0563,145.1676,258.9247,18800702.2038000,SAO_2008,,,,,,,,,,,,HYP
"     C/1880 S1 (Hartwig)",7965.4,0.354634,1.0,141.9119,323.1288,47.0065,18800907.4351000,SAO_2008,,,,,,,,,,,,PAR
"     C/1880 Y1 (Pechule)",8100,0.659736,1.0,60.7007,11.6877,251.0495,18801109.9200000,SAO_2008,,,,,,,,,,,,PAR
"     C/1881 J1 (Swift)",8220.9,0.591090,1.0,77.9336,173.8057,128.1073,18810520.9409000,SAO_2008,,,,,,,,,,,,PAR
"     C/1881 K1 (Great comet)",8240,0.734558,0.995946,63.4253,354.2350,272.6308,18810616.9407000,SAO_2008,,,,,,,,,,,,COM
"     C/1881 N1 (Schaeberle)",8316,0.633542,1.0,140.2281,122.1455,98.7236,18810822.8060000,SAO_2008,,,,,,,,,,,,PAR
"     C/1881 S1 (Barnard)",8337.8,0.449200,1.0,112.8160,6.2860,275.8195,18810914.8653000,SAO_2008,,,,,,,,,,,,PAR
"     C/1881 W1 (Swift)",8404.2,1.924973,0.990169,144.8016,117.9488,183.0394,18811120.2418000,SAO_2008,,,,,,,,,,,,COM
